TAXON,COMMON_NAME,SPECIES_2022,SPECIES_LUTO,MODELLED,SPECIES_TYPE,IUCN_GLOBAL_STATUS,AUS_GOV_THREAT_STATUS
Plants,,,Prasophyllum_campestre,Yes,,,
Plants,,,Diospyros_pluviatilis,Yes,,,
Plants,,,Lasianthus_chlorocarpus,Yes,,,
Plants,,,Frullania_ferdinandi-muelleri,Yes,,,
Plants,,,Sida_rohlenae,Yes,,,
Plants,,,Drymoanthus_minutus,Yes,,,
Plants,,,Bubbia_queenslandiana,Yes,,,
Plants,,,Rorippa_nasturtium-aquaticum,Yes,,,
Plants,,,Dodonaea_triangularis,Yes,,,
Plants,,,Goodenia_bellidifolia,Yes,,,
Plants,,,Solanum_cleistogamum,Yes,,,
Plants,,,Macrotyloma_uniflorum,Yes,,,
Plants,,,Dockrillia_linguiformis,Yes,,,
Plants,,,Centipeda_crateriformis,Yes,,,
Plants,,,Dichelachne_rara,Yes,,,
Plants,,,Sloanea_woollsii,Yes,,,
Plants,,,Westringia_tenuicaulis,Yes,,,
Plants,,,Cryptocarya_brassii,Yes,,,
Plants,,,Sclerodontium_pallidum,Yes,,,
Plants,,,Acacia_disparrima,Yes,,,
Plants,,,Acacia_hilliana,Yes,,,
Plants,,,Tetragonia_tetragonoides,Yes,,,
Plants,,,Bleasdalea_bleasdalei,Yes,,,
Plants,,,Amorphospermum_antilogum,Yes,,,
Plants,,,Minuria_integerrima,Yes,,,
Plants,,,Dampiera_purpurea,Yes,,,
Plants,,,Cyperus_nutans,Yes,,,
Plants,,,Caesalpinia_robusta,Yes,,,
Plants,,,Garcinia_mestonii,Yes,,,
Plants,,,Doodia_maxima,Yes,,,
Plants,,,Pellaea_nana,Yes,,,
Plants,,,Nymphaea_nouchali,Yes,,,
Plants,,,Isopogon_petiolaris,Yes,,,
Plants,,,Acrocephalus_orientalis,Yes,,,
Plants,,,Bruguiera_gymnorhiza,Yes,,,
Plants,,,Lagerstroemia_indica,Yes,,,
Plants,,,Myrsine_variabilis,Yes,,,
Plants,,,Ipomoea_lonchophylla,Yes,,,
Plants,,,Stylidium_muscicola,Yes,,,
Plants,,,Impatiens_walleriana,Yes,,,
Plants,,,Sida_atherophora,Yes,,,
Plants,,,Tectaria_brachiata,Yes,,,
Plants,,,Aleurites_rockinghamensis,Yes,,,
Plants,,,Ficus_congesta,Yes,,,
Plants,,,Archidium_rothii,Yes,,,
Plants,,,Leucopogon_affinis,Yes,,,
Plants,,,Lepturus_repens,Yes,,,
Plants,,,Acacia_hockingsii,Yes,,,
Plants,,,Zanthoxylum_brachyacanthum,Yes,,,
Plants,,,Alstonia_constricta,Yes,,,
Plants,,,Syzygium_puberulum,Yes,,,
Plants,,,Elaeocarpus_largiflorens,Yes,,,
Plants,,,Cladium_procerum,Yes,,,
Plants,,,Sicyos_australis,Yes,,,
Plants,,,Chamaecrista_mimosoides,Yes,,,
Plants,,,Mirbelia_aotoides,Yes,,,
Plants,,,Neoalsomitra_capricornica,Yes,,,
Plants,,,Medicago_truncatula,Yes,,,
Plants,,,Allocasuarina_inophloia,Yes,,,
Plants,,,Austrosteenisia_glabristyla,Yes,,,
Plants,,,Lysiana_subfalcata,Yes,,,
Plants,,,Pterostylis_cobarensis,Yes,,,
Plants,,,Dolichandra_unguis-cati,Yes,,,
Plants,,,Dicranoloma_leichhardtii,Yes,,,
Plants,,,Acacia_brownii,Yes,,,
Plants,,,Sclerolaena_bicornis,Yes,,,
Plants,,,Lastreopsis_rufescens,Yes,,,
Plants,,,Crotalaria_grahamiana,Yes,,,
Plants,,,Lomandra_hystrix,Yes,,,
Plants,,,Ethuliopsis_cunninghamii,Yes,,,
Plants,,,Zieria_tenuis,Yes,,,
Plants,,,Parsonsia_plaesiophylla,Yes,,,
Plants,,,Garcinia_jensenii,Yes,,,
Plants,,,Dodonaea_multijuga,Yes,,,
Plants,,,Baloskion_tenuiculme,Yes,,,
Plants,,,Petalostylis_labicheoides,Yes,,,
Plants,,,Caustis_flexuosa,Yes,,,
Plants,,,Acacia_argyrodendron,Yes,,,
Plants,,,Chiloscyphus_muricatus,Yes,,,
Plants,,,Synaptantha_tillaeacea,Yes,,,
Plants,,,Liparis_angustilabris,Yes,,,
Plants,,,Carpobrotus_glaucescens,Yes,,,
Plants,,,Solanum_hapalum,Yes,,,
Plants,,,Catagonium_nitens,Yes,,,
Plants,,,Swainsona_luteola,Yes,,,
Plants,,,Arrhenatherum_elatius,Yes,,,
Plants,,,Fimbristylis_odontocarpa,Yes,,,
Plants,,,Azolla_pinnata,Yes,,,
Plants,,,Podolepis_decipiens,Yes,,,
Plants,,,Parsonsia_fulva,Yes,,,
Plants,,,Syrrhopodon_armatus,Yes,,,
Plants,,,Cyperus_crispulus,Yes,,,
Plants,,,Ardisia_pachyrrhachis,Yes,,,
Plants,,,Eucalyptus_infera,Yes,,,
Plants,,,Polyscias_australiana,Yes,,,
Plants,,,Dryopteris_sparsa,Yes,,,
Plants,,,Syzygium_corynanthum,Yes,,,
Plants,,,Hibbertia_caudice,Yes,,,
Plants,,,Plectranthus_nitidus,Yes,,,
Plants,,,Cryptocarya_saccharata,Yes,,,
Plants,,,Melicope_micrococca,Yes,,,
Plants,,,Euphorbia_drummondii,Yes,,,
Plants,,,Mirbelia_confertiflora,Yes,,,
Plants,,,Eucalyptus_obliqua,Yes,,,
Plants,,,Calophyllum_sil,Yes,,,
Plants,,,Fimbristylis_sericea,Yes,,,
Plants,,,Typha_orientalis,Yes,,,
Plants,,,Nepenthes_mirabilis,Yes,,,
Plants,,,Actinostachys_digitata,Yes,,,
Plants,,,Glycine_falcata,Yes,,,
Plants,,,Codiaeum_variegatum,Yes,,,
Plants,,,Sporobolus_lenticularis,Yes,,,
Plants,,,Bromus_diandrus,Yes,,,
Plants,,,Senna_pendula,Yes,,,
Plants,,,Bonamia_dietrichiana,Yes,,,
Plants,,,Goodenia_redacta,Yes,,,
Plants,,,Oxalis_exilis,Yes,,,
Plants,,,Tricoryne_elatior,Yes,,,
Plants,,,Sclerolaena_tetracuspis,Yes,,,
Plants,,,Asplenium_subglandulosum,Yes,,,
Plants,,,Trifolium_cernuum,Yes,,,
Plants,,,Prosopis_glandulosa,Yes,,,
Plants,,,Zieria_madida,Yes,,,
Plants,,,Waltheria_indica,Yes,,,
Plants,,,Ottochloa_gracillima,Yes,,,
Plants,,,Lepidium_hypenantion,Yes,,,
Plants,,,Eucalyptus_sicilifolia,Yes,,,
Plants,,,Asparagus_officinalis,Yes,,,
Plants,,,Actephila_venusta,Yes,,,
Plants,,,Grevillea_pteridifolia,Yes,,,
Plants,,,Nicotiana_glauca,Yes,,,
Plants,,,Persoonia_sericea,Yes,,,
Plants,,,Linum_usitatissimum,Yes,,,
Plants,,,Sporobolus_australasicus,Yes,,,
Plants,,,Stylosanthes_hamata,Yes,,,
Plants,,,Gossia_dallachiana,Yes,,,
Plants,,,Celastrus_subspicatus,Yes,,,
Plants,,,Eriocaulon_setaceum,Yes,,,
Plants,,,Rubus_ellipticus,Yes,,,
Plants,,,Riccia_bifurca,Yes,,,
Plants,,,Cyperus_tetraphyllus,Yes,,,
Plants,,,Merremia_umbellata,Yes,,,
Plants,,,Eleocharis_rivalis,Yes,,,
Plants,,,Tolpis_barbata,Yes,,,
Plants,,,Rockinghamia_brevipes,Yes,,,
Plants,,,Leucopogon_pimeleoides,Yes,,,
Plants,,,Mitthyridium_perundulatum,Yes,,,
Plants,,,Acacia_maidenii,Yes,,,
Plants,,,Xylomelum_cunninghamianum,Yes,,,
Plants,,,Ludwigia_hyssopifolia,Yes,,,
Plants,,,Ptilotus_brachyanthus,Yes,,,
Plants,,,Auranticarpa_melanosperma,Yes,,,
Plants,,,Bergia_trimera,Yes,,,
Plants,,,Diploglottis_diphyllostegia,Yes,,,
Plants,,,Bubbia_semecarpoides,Yes,,,
Plants,,,Monochoria_cyanea,Yes,,,
Plants,,,Pittosporum_angustifolium,Yes,,,
Plants,,,Euphrasia_collina,Yes,,,
Plants,,,Melaleuca_dealbata,Yes,,,
Plants,,,Litsea_bennettii,Yes,,,
Plants,,,Sebaea_ovata,Yes,,,
Plants,,,Harrisia_tortuosa,Yes,,,
Plants,,,Pultenaea_maritima,Yes,,,
Plants,,,Psydrax_saligna,Yes,,,
Plants,,,Pellaea_falcata,Yes,,,
Plants,,,Blechnum_whelanii,Yes,,,
Plants,,,Senna_gaudichaudii,Yes,,,
Plants,,,Mischocarpus_montanus,Yes,,,
Plants,,,Lomandra_gracilis,Yes,,,
Plants,,,Cordyline_cannifolia,Yes,,,
Plants,,,Avena_fatua,Yes,,,
Plants,,,Senecio_glossanthus,Yes,,,
Plants,,,Anisomeles_inodora,Yes,,,
Plants,,,Heliotropium_cunninghamii,Yes,,,
Plants,,,Praxelis_clematidea,Yes,,,
Plants,,,Cucumis_maderaspatanus,Yes,,,
Plants,,,Elaeocarpus_linsmithii,Yes,,,
Plants,,,Polygala_parviloba,Yes,,,
Plants,,,Hakea_purpurea,Yes,,,
Plants,,,Oenothera_curtiflora,Yes,,,
Plants,,,Dianella_congesta,Yes,,,
Plants,,,Synedrellopsis_grisebachii,Yes,,,
Plants,,,Pteris_ensiformis,Yes,,,
Plants,,,Plantago_major,Yes,,,
Plants,,,Aristolochia_meridionalis,Yes,,,
Plants,,,Symplocos_gittinsii,Yes,,,
Plants,,,Solanum_lithophilum,Yes,,,
Plants,,,Mallotus_discolor,Yes,,,
Plants,,,Hicksbeachia_pilosa,Yes,,,
Plants,,,Lastreopsis_tinarooensis,Yes,,,
Plants,,,Calotis_scapigera,Yes,,,
Plants,,,Setaria_oplismenoides,Yes,,,
Plants,,,Cycas_yorkiana,Yes,,,
Plants,,,Microlaena_stipoides,Yes,,,
Plants,,,Gossia_floribunda,Yes,,,
Plants,,,Apowollastonia_spilanthoides,Yes,,,
Plants,,,Lythrum_salicaria,Yes,,,
Plants,,,Podolepis_hieracioides,Yes,,,
Plants,,,Cynanchum_viminale,Yes,,,
Plants,,,Cryptocarya_glaucocarpa,Yes,,,
Plants,,,Thelymitra_queenslandica,Yes,,,
Plants,,,Triumfetta_pentandra,Yes,,,
Plants,,,Alpinia_arctiflora,Yes,,,
Plants,,,Heliotropium_tenuifolium,Yes,,,
Plants,,,Panicum_lachnophyllum,Yes,,,
Plants,,,Pultenaea_villosa,Yes,,,
Plants,,,Lepidium_phlebopetalum,Yes,,,
Plants,,,Dimorphocalyx_australiensis,Yes,,,
Plants,,,Blennodia_pterosperma,Yes,,,
Plants,,,Sida_pusilla,Yes,,,
Plants,,,Glochidion_apodogynum,Yes,,,
Plants,,,Poa_cheelii,Yes,,,
Plants,,,Eclipta_platyglossa,Yes,,,
Plants,,,Leucochrysum_molle,Yes,,,
Plants,,,Acronychia_pauciflora,Yes,,,
Plants,,,Piper_fungiforme,Yes,,,
Plants,,,Grevillea_reptans,Yes,,,
Plants,,,Arthrochilus_rosulatus,Yes,,,
Plants,,,Orthorrhynchium_elegans,Yes,,,
Plants,,,Lachnagrostis_filiformis,Yes,,,
Plants,,,Hovea_nitida,Yes,,,
Plants,,,Haemodorum_coccineum,Yes,,,
Plants,,,Oenothera_speciosa,Yes,,,
Plants,,,Mischocarpus_pyriformis,Yes,,,
Plants,,,Gemmabryum_sauteri,Yes,,,
Plants,,,Calamus_radicalis,Yes,,,
Plants,,,Lepiderema_ixiocarpa,Yes,,,
Plants,,,Beilschmiedia_volckii,Yes,,,
Plants,,,Goodenia_stelligera,Yes,,,
Plants,,,Marsdenia_longipedicellata,Yes,,,
Plants,,,Livistona_nitida,Yes,,,
Plants,,,Wahlenbergia_islensis,Yes,,,
Plants,,,Pterostylis_woollsii,Yes,,,
Plants,,,Amyema_lucasii,Yes,,,
Plants,,,Senna_acclinis,Yes,,,
Plants,,,Cordyline_stricta,Yes,,,
Plants,,,Ceratopteris_thalictroides,Yes,,,
Plants,,,Callitris_preissii,Yes,,,
Plants,,,Pinus_patula,Yes,,,
Plants,,,Goodenia_paniculata,Yes,,,
Plants,,,Coronidium_lanosum,Yes,,,
Plants,,,Zygophyllum_eremaeum,Yes,,,
Plants,,,Bescherellia_elegantissima,Yes,,,
Plants,,,Trachystylis_stradbrokensis,Yes,,,
Plants,,,Thelionema_grande,Yes,,,
Plants,,,Eleocharis_gracilis,Yes,,,
Plants,,,Alternanthera_sessilis,Yes,,,
Plants,,,Psidium_guajava,Yes,,,
Plants,,,Gyrocarpus_americanus,Yes,,,
Plants,,,Frullania_hypoleuca,Yes,,,
Plants,,,Artemisia_verlotiorum,Yes,,,
Plants,,,Everistia_vacciniifolia,Yes,,,
Plants,,,Trematodon_longescens,Yes,,,
Plants,,,Vigna_adenantha,Yes,,,
Plants,,,Eremophila_linsmithii,Yes,,,
Plants,,,Polygala_pycnantha,Yes,,,
Plants,,,Luisia_teretifolia,Yes,,,
Plants,,,Rhynchospora_subtenuifolia,Yes,,,
Plants,,,Psilotum_nudum,Yes,,,
Plants,,,Erodium_crinitum,Yes,,,
Plants,,,Centrolepis_exserta,Yes,,,
Plants,,,Cartonema_brachyantherum,Yes,,,
Plants,,,Dodonaea_coriacea,Yes,,,
Plants,,,Lindsaea_walkerae,Yes,,,
Plants,,,Sesamum_orientale,Yes,,,
Plants,,,Cratoneuropsis_relaxa,Yes,,,
Plants,,,Eucalyptus_tindaliae,Yes,,,
Plants,,,Pomaderris_andromedifolia,Yes,,,
Plants,,,Vanda_hindsii,Yes,,,
Plants,,,Goodenia_glauca,Yes,,,
Plants,,,Sedum_praealtum,Yes,,,
Plants,,,Cryptandra_debilis,Yes,,,
Plants,,,Goebelobryum_unguiculatum,Yes,,,
Plants,,,Chingia_australis,Yes,,,
Plants,,,Hibbertia_cistifolia,Yes,,,
Plants,,,Indigofera_brevidens,Yes,,,
Plants,,,Acacia_amblygona,Yes,,,
Plants,,,Tephrosia_purpurea,Yes,,,
Plants,,,Facelis_retusa,Yes,,,
Plants,,,Lycopodiella_lateralis,Yes,,,
Plants,,,Rhodobryum_aubertii,Yes,,,
Plants,,,Dysoxylum_klanderi,Yes,,,
Plants,,,Blechnum_wattsii,Yes,,,
Plants,,,Senecio_tuberculatus,Yes,,,
Plants,,,Heliotropium_vagum,Yes,,,
Plants,,,Gemmabryum_exile,Yes,,,
Plants,,,Kunzea_opposita,Yes,,,
Plants,,,Acalypha_wilkesiana,Yes,,,
Plants,,,Xanthostemon_verticillatus,Yes,,,
Plants,,,Barklya_syringifolia,Yes,,,
Plants,,,Eucalyptus_miniata,Yes,,,
Plants,,,Gnephosis_eriocarpa,Yes,,,
Plants,,,Arenaria_interpres,Yes,,,
Plants,,,Urochloa_mosambicensis,Yes,,,
Plants,,,Lomandra_confertifolia,Yes,,,
Plants,,,Dianella_pavopennacea,Yes,,,
Plants,,,Triodia_pungens,Yes,,,
Plants,,,Ophioglossum_polyphyllum,Yes,,,
Plants,,,Eremophila_macdonnellii,Yes,,,
Plants,,,Grewia_mesomischa,Yes,,,
Plants,,,Proboscidea_louisianica,Yes,,,
Plants,,,Angophora_melanoxylon,Yes,,,
Plants,,,Eriachne_scleranthoides,Yes,,,
Plants,,,Acacia_loroloba,Yes,,,
Plants,,,Dipteris_conjugata,Yes,,,
Plants,,,Cenchrus_americanus,Yes,,,
Plants,,,Cupressus_sempervirens,Yes,,,
Plants,,,Solanum_pseudocapsicum,Yes,,,
Plants,,,Ischaemum_triticeum,Yes,,,
Plants,,,Acacia_longifolia,Yes,,,
Plants,,,Polygala_longifolia,Yes,,,
Plants,,,Dodonaea_polyandra,Yes,,,
Plants,,,Aristida_nitidula,Yes,,,
Plants,,,Casuarina_cristata,Yes,,,
Plants,,,Polypogon_viridis,Yes,,,
Plants,,,Sclerolaena_articulata,Yes,,,
Plants,,,Citrus_australis,Yes,,,
Plants,,,Eucalyptus_desmondensis,Yes,,,
Plants,,,Genoplesium_filiforme,Yes,,,
Plants,,,Myrsine_achradifolia,Yes,,,
Plants,,,Cynanchum_carnosum,Yes,,,
Plants,,,Denhamia_fasciculiflora,Yes,,,
Plants,,,Ectrosia_gulliveri,Yes,,,
Plants,,,Lonicera_fragrantissima,Yes,,,
Plants,,,Spermacoce_remota,Yes,,,
Plants,,,Tinospora_smilacina,Yes,,,
Plants,,,Talinum_paniculatum,Yes,,,
Plants,,,Spartothamnella_juncea,Yes,,,
Plants,,,Baeckea_trapeza,Yes,,,
Plants,,,Leucopogon_trichostylus,Yes,,,
Plants,,,Notogrammitis_billardierei,Yes,,,
Plants,,,Ceratopetalum_corymbosum,Yes,,,
Plants,,,Bursaria_tenuifolia,Yes,,,
Plants,,,Garckea_flexuosa,Yes,,,
Plants,,,Haemodorum_austroqueenslandicum,Yes,,,
Plants,,,Acacia_attenuata,Yes,,,
Plants,,,Angophora_costata,Yes,,,
Plants,,,Uromyrtus_tenella,Yes,,,
Plants,,,Actephila_longipedicellata,Yes,,,
Plants,,,Calymperes_subintegrum,Yes,,,
Plants,,,Jedda_multicaulis,Yes,,,
Plants,,,Digitaria_diffusa,Yes,,,
Plants,,,Phragmites_australis,Yes,,,
Plants,,,Macrozamia_douglasii,Yes,,,
Plants,,,Spathia_neurosa,Yes,,,
Plants,,,Lobelia_trigonocaulis,Yes,,,
Plants,,,Nymphoides_simulans,Yes,,,
Plants,,,Ixiochlamys_filicifolia,Yes,,,
Plants,,,Nymphaea_violacea,Yes,,,
Plants,,,Physalis_longifolia,Yes,,,
Plants,,,Rubus_alceifolius,Yes,,,
Plants,,,Diploglottis_campbellii,Yes,,,
Plants,,,Terminalia_muelleri,Yes,,,
Plants,,,Endressia_wardellii,Yes,,,
Plants,,,Eriachne_pallescens,Yes,,,
Plants,,,Tasmannia_insipida,Yes,,,
Plants,,,Capparis_shanesiana,Yes,,,
Plants,,,Leucopogon_muticus,Yes,,,
Plants,,,Alysicarpus_vaginalis,Yes,,,
Plants,,,Asystasia_australasica,Yes,,,
Plants,,,Leptospermum_juniperinum,Yes,,,
Plants,,,Senecio_interpositus,Yes,,,
Plants,,,Eucalyptus_scoparia,Yes,,,
Plants,,,Lepidium_draba,Yes,,,
Plants,,,Macaranga_inamoena,Yes,,,
Plants,,,Hollandaea_riparia,Yes,,,
Plants,,,Leucopogon_biflorus,Yes,,,
Plants,,,Maireana_carnosa,Yes,,,
Plants,,,Vachellia_clarksoniana,Yes,,,
Plants,,,Oxychloris_scariosa,Yes,,,
Plants,,,Prasophyllum_brevilabre,Yes,,,
Plants,,,Actephila_championiae,Yes,,,
Plants,,,Chiloglottis_sylvestris,Yes,,,
Plants,,,Enteropogon_ramosus,Yes,,,
Plants,,,Plagiomnium_novae-zealandiae,Yes,,,
Plants,,,Amyema_pendula,Yes,,,
Plants,,,Lastreopsis_tenera,Yes,,,
Plants,,,Cyperus_pulchellus,Yes,,,
Plants,,,Trichocolea_mollissima,Yes,,,
Plants,,,Ranunculus_sessiliflorus,Yes,,,
Plants,,,Xenostegia_tridentata,Yes,,,
Plants,,,Enteropogon_minutus,Yes,,,
Plants,,,Melaleuca_uncinata,Yes,,,
Plants,,,Dissocarpus_fontinalis,Yes,,,
Plants,,,Walwhalleya_subxerophila,Yes,,,
Plants,,,Eucalyptus_helidonica,Yes,,,
Plants,,,Storckiella_australiensis,Yes,,,
Plants,,,Harmsiodoxa_puberula,Yes,,,
Plants,,,Heterostemma_acuminatum,Yes,,,
Plants,,,Prostanthera_phylicifolia,Yes,,,
Plants,,,Peplidium_aithocheilum,Yes,,,
Plants,,,Palmeria_hypotephra,Yes,,,
Plants,,,Triumfetta_johnstonii,Yes,,,
Plants,,,Pandanus_oblatus,Yes,,,
Plants,,,Eriocaulon_nanum,Yes,,,
Plants,,,Mischocarpus_anodontus,Yes,,,
Plants,,,Calotropis_procera,Yes,,,
Plants,,,Daviesia_mimosoides,Yes,,,
Plants,,,Senna_obtusifolia,Yes,,,
Plants,,,Eucalyptus_melliodora,Yes,,,
Plants,,,Striga_parviflora,Yes,,,
Plants,,,Helicia_lamingtoniana,Yes,,,
Plants,,,Fatoua_villosa,Yes,,,
Plants,,,Cyathea_woollsiana,Yes,,,
Plants,,,Heliotropium_styotrichum,Yes,,,
Plants,,,Neobassia_astrocarpa,Yes,,,
Plants,,,Paractaenum_novae-hollandiae,Yes,,,
Plants,,,Aotus_ericoides,Yes,,,
Plants,,,Furcraea_foetida,Yes,,,
Plants,,,Epilobium_hirtigerum,Yes,,,
Plants,,,Hakea_lorea,Yes,,,
Plants,,,Chthonocephalus_pseudevax,Yes,,,
Plants,,,Benstonea_lauterbachii,Yes,,,
Plants,,,Motherwellia_haplosciadea,Yes,,,
Plants,,,Radula_robinsonii,Yes,,,
Plants,,,Samadera_bidwillii,Yes,,,
Plants,,,Gahnia_aspera,Yes,,,
Plants,,,Solanum_sporadotrichum,Yes,,,
Plants,,,Ipomoea_calobra,Yes,,,
Plants,,,Leptodon_smithii,Yes,,,
Plants,,,Dianella_nervosa,Yes,,,
Plants,,,Vicia_monantha,Yes,,,
Plants,,,Apium_graveolens,Yes,,,
Plants,,,Parsonsia_eucalyptophylla,Yes,,,
Plants,,,Heteropogon_triticeus,Yes,,,
Plants,,,Deeringia_amaranthoides,Yes,,,
Plants,,,Lupinus_cosentinii,Yes,,,
Plants,,,Sannantha_angusta,Yes,,,
Plants,,,Goodenia_pinnatifida,Yes,,,
Plants,,,Diplatia_tomentosa,Yes,,,
Plants,,,Megahertzia_amplexicaulis,Yes,,,
Plants,,,Scirpodendron_ghaeri,Yes,,,
Plants,,,Syrrhopodon_croceus,Yes,,,
Plants,,,Lepidium_virginicum,Yes,,,
Plants,,,Neisosperma_kilneri,Yes,,,
Plants,,,Diuris_abbreviata,Yes,,,
Plants,,,Eriosema_chinense,Yes,,,
Plants,,,Plagiochasma_rupestre,Yes,,,
Plants,,,Microsorum_australiense,Yes,,,
Plants,,,Calandrinia_ptychosperma,Yes,,,
Plants,,,Abrodictyum_obscurum,Yes,,,
Plants,,,Heliotropium_rhadinostachyum,Yes,,,
Plants,,,Selaginella_kraussiana,Yes,,,
Plants,,,Urochloa_praetervisa,Yes,,,
Plants,,,Diospyros_geminata,Yes,,,
Plants,,,Planchonella_myrsinodendron,Yes,,,
Plants,,,Gossia_lewisensis,Yes,,,
Plants,,,Daviesia_wyattiana,Yes,,,
Plants,,,Rhodamnia_arenaria,Yes,,,
Plants,,,Micromyrtus_gracilis,Yes,,,
Plants,,,Ottelia_ovalifolia,Yes,,,
Plants,,,Eucalyptus_mediocris,Yes,,,
Plants,,,Stylidium_floribundum,Yes,,,
Plants,,,Sporobolus_blakei,Yes,,,
Plants,,,Beilschmiedia_oligandra,Yes,,,
Plants,,,Liparis_simmondsii,Yes,,,
Plants,,,Paspalidium_jubiflorum,Yes,,,
Plants,,,Phyllanthus_cuscutiflorus,Yes,,,
Plants,,,Carduus_tenuiflorus,Yes,,,
Plants,,,Austromatthaea_elegans,Yes,,,
Plants,,,Taxiphyllum_taxirameum,Yes,,,
Plants,,,Trichosteleum_ruficaule,Yes,,,
Plants,,,Uraria_lagopodioides,Yes,,,
Plants,,,Gossia_punctata,Yes,,,
Plants,,,Fontainea_australis,Yes,,,
Plants,,,Austrosteenisia_blackii,Yes,,,
Plants,,,Verbena_aristigera,Yes,,,
Plants,,,Phyllanthus_indigoferoides,Yes,,,
Plants,,,Corchorus_trilocularis,Yes,,,
Plants,,,Dinebra_divaricatissima,Yes,,,
Plants,,,Acacia_baueri,Yes,,,
Plants,,,Spergula_arvensis,Yes,,,
Plants,,,Tephrosia_simplicifolia,Yes,,,
Plants,,,Solanum_quadriloculatum,Yes,,,
Plants,,,Phyllanthus_aridus,Yes,,,
Plants,,,Kennedia_rubicunda,Yes,,,
Plants,,,Brunoniella_acaulis,Yes,,,
Plants,,,Leucopogon_neoanglicus,Yes,,,
Plants,,,Acacia_gunnii,Yes,,,
Plants,,,Goodenia_angustifolia,Yes,,,
Plants,,,Erodium_moschatum,Yes,,,
Plants,,,Hernandia_nymphaeifolia,Yes,,,
Plants,,,Pachygone_ovata,Yes,,,
Plants,,,Desmodium_macrocarpum,Yes,,,
Plants,,,Hypopterygium_tamarisci,Yes,,,
Plants,,,Rhysotoechia_florulenta,Yes,,,
Plants,,,Aristida_perniciosa,Yes,,,
Plants,,,Persoonia_falcata,Yes,,,
Plants,,,Verbena_africana,Yes,,,
Plants,,,Androcalva_leichhardtii,Yes,,,
Plants,,,Rosmarinus_officinalis,Yes,,,
Plants,,,Ardisia_crenata,Yes,,,
Plants,,,Rutidosis_leucantha,Yes,,,
Plants,,,Geranium_neglectum,Yes,,,
Plants,,,Cyrtostylis_reniformis,Yes,,,
Plants,,,Comesperma_secundum,Yes,,,
Plants,,,Dianella_incollata,Yes,,,
Plants,,,Acacia_islana,Yes,,,
Plants,,,Solanum_vicinum,Yes,,,
Plants,,,Quintinia_fawkneri,Yes,,,
Plants,,,Malacocera_albolanata,Yes,,,
Plants,,,Correa_glabra,Yes,,,
Plants,,,Xanthorrhoea_pumilio,Yes,,,
Plants,,,Hordeum_vulgare,Yes,,,
Plants,,,Yakirra_australiensis,Yes,,,
Plants,,,Heteroscyphus_fissistipus,Yes,,,
Plants,,,Mallotus_philippensis,Yes,,,
Plants,,,Prostanthera_petraea,Yes,,,
Plants,,,Juncus_subsecundus,Yes,,,
Plants,,,Petalostigma_pubescens,Yes,,,
Plants,,,Cyperus_aquatilis,Yes,,,
Plants,,,Phalaris_paradoxa,Yes,,,
Plants,,,Tarenaya_hassleriana,Yes,,,
Plants,,,Galium_tricornutum,Yes,,,
Plants,,,Alysicarpus_ovalifolius,Yes,,,
Plants,,,Solanum_erianthum,Yes,,,
Plants,,,Dendrophthoe_glabrescens,Yes,,,
Plants,,,Cyperus_scaber,Yes,,,
Plants,,,Bulbophyllum_bracteatum,Yes,,,
Plants,,,Clerodendrum_tracyanum,Yes,,,
Plants,,,Corymbia_setosa,Yes,,,
Plants,,,Eucalyptus_globoidea,Yes,,,
Plants,,,Trachyloma_planifolium,Yes,,,
Plants,,,Aceratium_concinnum,Yes,,,
Plants,,,Melilotus_albus,Yes,,,
Plants,,,Fimbristylis_punctata,Yes,,,
Plants,,,Calotis_breviseta,Yes,,,
Plants,,,Rhyncharrhena_linearis,Yes,,,
Plants,,,Plantago_debilis,Yes,,,
Plants,,,Eremochloa_bimaculata,Yes,,,
Plants,,,Cryphaea_tenella,Yes,,,
Plants,,,Notelaea_johnsonii,Yes,,,
Plants,,,Boronia_bella,Yes,,,
Plants,,,Grevillea_glauca,Yes,,,
Plants,,,Dendrophthoe_vitellina,Yes,,,
Plants,,,Medicago_minima,Yes,,,
Plants,,,Garuga_floribunda,Yes,,,
Plants,,,Endiandra_globosa,Yes,,,
Plants,,,Radulina_hamata,Yes,,,
Plants,,,Wahlenbergia_ceracea,Yes,,,
Plants,,,Sannantha_virgata,Yes,,,
Plants,,,Tapeinosperma_pallidum,Yes,,,
Plants,,,Cyperus_vaginatus,Yes,,,
Plants,,,Abelmoschus_moschatus,Yes,,,
Plants,,,Bauhinia_carronii,Yes,,,
Plants,,,Alysicarpus_schomburgkii,Yes,,,
Plants,,,Eucalyptus_brownii,Yes,,,
Plants,,,Hakea_chordophylla,Yes,,,
Plants,,,Melastoma_malabathricum,Yes,,,
Plants,,,Dichelachne_micrantha,Yes,,,
Plants,,,Goodenia_purpurascens,Yes,,,
Plants,,,Scleria_psilorrhiza,Yes,,,
Plants,,,Dysoxylum_oppositifolium,Yes,,,
Plants,,,Erycibe_coccinea,Yes,,,
Plants,,,Calocephalus_sonderi,Yes,,,
Plants,,,Rhytidosporum_diosmoides,Yes,,,
Plants,,,Nicotiana_suaveolens,Yes,,,
Plants,,,Gossypium_sturtianum,Yes,,,
Plants,,,Actinotus_periculosus,Yes,,,
